epoch,loss
0,4.578137397766113
1,4.380993455648422
2,4.163919121026993
3,3.936296135187149
4,3.704175859689713
5,3.479103684425354
6,3.271793097257614
7,3.063689038157463
8,2.877912163734436
9,2.698936387896538
10,2.531100213527679
11,2.3767362236976624
12,2.219381064176559
13,2.0779320001602173
14,1.94824830442667
15,1.8267511501908305
16,1.7099199146032331
17,1.5971290320158005
18,1.4898487031459808
19,1.3977301940321922
20,1.3122712522745132
21,1.2268771827220917
22,1.1428100019693377
23,1.0768522694706917
24,1.0109914354979992
25,0.948579043149948
26,0.891148179769516
27,0.836668111383915
28,0.7879111766815186
29,0.7462611310184002
30,0.7041637562215328
31,0.6664860360324383
32,0.632790882140398
33,0.60011425614357
34,0.569161418825388
35,0.5417811647057533
36,0.5164622440934181
37,0.4929565750062465
38,0.4712868854403496
39,0.4502724837511778
40,0.430583830922842
41,0.4134910907596349
42,0.3964857272803783
43,0.380395196378231
44,0.3681137915700674
45,0.3527464140206575
46,0.3419535867869854
47,0.3295846413820982
48,0.318553127348423
49,0.3084344156086445
50,0.2987550571560859
51,0.2895511202514171
52,0.2809946518391371
53,0.2739359978586435
54,0.2657384574413299
55,0.258135313168168
56,0.25175607111305
57,0.2463373821228742
58,0.2397401416674256
59,0.2339771268889308
60,0.2287352504208684
61,0.2232660893350839
62,0.2182656927034258
63,0.2138355774804949
64,0.2096629766747355
65,0.2053892435505986
66,0.2014525663107633
67,0.198087160475552
68,0.1944771716371178
69,0.1909398464486003
70,0.1874273009598255
71,0.1845195507630705
72,0.1815477004274726
73,0.1788044767454266
74,0.1764284940436482
75,0.1737772757187485
76,0.1715207640081644
77,0.1686809295788407
78,0.16674539539963
79,0.1644317237660288
80,0.1627439353615045
81,0.160754875279963
82,0.1586200762540102
83,0.1569525869563222
84,0.1553451856598258
85,0.1531416093930602
86,0.1516922274604439
87,0.1503773489966988
88,0.148939517326653
89,0.1471674591302871
90,0.1455646101385355
91,0.1442756466567516
92,0.1432249192148447
93,0.14153503626585
94,0.1404789686203003
95,0.1389295710250735
96,0.1375770540907979
97,0.1366091193631291
98,0.1350435400381684
99,0.1338764764368534
