,Unnamed: 0,epoch,loss
0,0,1,4.53517609834671
1,1,2,4.292902886867523
2,2,3,4.090010344982147
3,3,4,3.940989300608635
4,4,5,3.82325230538845
5,5,6,3.7063295543193817
6,6,7,3.601036101579666
7,7,8,3.5120490938425064
8,8,9,3.417884275317192
9,9,10,3.328872874379158
10,10,11,3.2674261182546616
11,11,12,3.229400724172592
12,12,13,3.1396765261888504
13,13,14,3.030466765165329
14,14,15,3.000541791319847
15,15,16,2.890359580516815
16,16,17,2.8213035315275192
17,17,18,2.7439357191324234
18,18,19,2.6845417618751526
19,19,20,2.5828339010477066
20,20,21,2.486640304327011
21,21,22,2.4315707236528397
22,22,23,2.3838875591754913
23,23,24,2.3187158405780792
24,24,25,2.1971129029989243
25,25,26,2.0997617170214653
26,26,27,2.034874640405178
27,27,28,1.926245205104351
28,28,29,1.8675236478447912
29,29,30,1.8311459869146347
30,30,31,1.7211029306054115
31,31,32,1.6540696024894714
32,32,33,1.5826557651162148
33,33,34,1.501294195652008
34,34,35,1.4024924486875534
35,35,36,1.325611650943756
36,36,37,1.265524871647358
37,37,38,1.1778012663125992
38,38,39,1.101024866104126
39,39,40,0.9977062605321408
40,40,41,0.9348234832286836
41,41,42,0.8928060010075569
42,42,43,0.8485161326825619
43,43,44,0.7940422482788563
44,44,45,0.7270335666835308
45,45,46,0.6634505391120911
46,46,47,0.610913909971714
47,47,48,0.563793933019042
48,48,49,0.5038737319409847
49,49,50,0.4930555075407028
50,50,51,0.4134939331561327
51,51,52,0.3970946613699198
52,52,53,0.3613626938313246
53,53,54,0.3322261711582541
54,54,55,0.3182905931025743
55,55,56,0.3049800526350736
56,56,57,0.2715921308845281
57,57,58,0.257180099375546
58,58,59,0.2374755814671516
59,59,60,0.2173001738265156
60,60,61,0.2132425727322697
61,61,62,0.2033376162871718
62,62,63,0.1827726308256387
63,63,64,0.168886175379157
64,64,65,0.1604314483702182
65,65,66,0.1574012064374983
66,66,67,0.1519239689223468
67,67,68,0.1578468452207744
68,68,69,0.1502889222465455
69,69,70,0.1432258822023868
70,70,71,0.1238738903775811
71,71,72,0.1119404318742454
72,72,73,0.1101068672724068
73,73,74,0.1049512163735926
74,74,75,0.1016005687415599
75,75,76,0.09541269345209
76,76,77,0.0937794488854706
77,77,78,0.089035056065768
78,78,79,0.0912022599950432
79,79,80,0.0901808044873178
80,80,81,0.0846309405751526
81,81,82,0.0824002446606755
82,82,83,0.0799761600792408
83,83,84,0.0774924387224018
84,84,85,0.0765663036145269
85,85,86,0.0722596060950309
86,86,87,0.0742452279664576
87,87,88,0.0696812458336353
88,88,89,0.0715684611350297
89,89,90,0.0695554744452238
90,90,91,0.068192075472325
91,91,92,0.0716108800843358
92,92,93,0.0678731135558337
93,93,94,0.0647651897743344
94,94,95,0.0655948529019951
95,95,96,0.0627609165385365
96,96,97,0.0628104130737483
97,97,98,0.0638000692706555
98,98,99,0.0633879939559847
99,99,100,0.0628162010107189
